chapter,subchapter,word,pos,meaning,english sentence,chinese sentence
通用語言 / General Language,通用名詞 / General Nouns,potential,n./adj.,潛力；可能的,There is strong potential for growth in the Southeast Asian market.,東南亞市場有很大的成長潛力。
通用語言 / General Language,通用名詞 / General Nouns,prerequisite,n./adj.,先決條件；必修科目,A valid ID is a prerequisite for account activation.,要啟用帳號，必須先提供有效身分證明。
通用語言 / General Language,通用名詞 / General Nouns,brief,n./adj./v.,摘要；簡短的,Let’s keep this brief and focus on the key issues.,我們簡短說明，聚焦重點即可。
通用語言 / General Language,通用名詞 / General Nouns,attempt,n./v.,企圖；攻擊 努力嘗試,They made an attempt to fix the issue before the meeting.,他們在會議前嘗試修復那個問題。
通用語言 / General Language,通用名詞 / General Nouns,endeavor,n./v.,努力；盡力 試圖；嘗試,Launching the pilot program was a challenging endeavor.,推動試辦計畫是一項具挑戰性的努力。
通用語言 / General Language,通用名詞 / General Nouns,impact,n./v.,碰撞力；影響；行動,The new policy will have a significant impact on workflow.,新政策會對工作流程造成重大影響。
通用語言 / General Language,通用名詞 / General Nouns,permit,n./v.,許可證；執照 准許；許可,Visitors are not permitted to enter this area.,訪客不得進入此區域。
通用語言 / General Language,通用名詞 / General Nouns,protest,n./v.,抗議；反對,Employees held a protest against the new overtime rule.,員工針對新的加班規定提出抗議。
通用語言 / General Language,通用名詞 / General Nouns,register,n./v.,登記簿；註冊簿 記錄；註冊；登記姓名,Please register for the workshop by Friday.,請在週五前報名這場工作坊。
通用語言 / General Language,通用名詞 / General Nouns,risk,n./v.,風險；危險 使遭受危險；冒……的危險,Any investment carries some level of risk.,任何投資都伴隨一定風險。
通用語言 / General Language,通用名詞 / General Nouns,forecast,n./v.,預測；預報,The forecast predicts higher demand in Q4.,預測顯示第四季需求會上升。
通用語言 / General Language,通用名詞 / General Nouns,output,n./v.,產量；輸出,The factory’s daily output has doubled this year.,工廠今年的每日產量翻倍。
通用語言 / General Language,通用名詞 / General Nouns,rumor,n./v.,謠言；傳說,"A rumor about layoffs spread quickly, but HR denied it.",關於裁員的謠言傳得很快，但人資已否認。
通用語言 / General Language,通用名詞 / General Nouns,evidence,n./v.,證據；證明,We need evidence to support the audit findings.,我們需要證據來支持稽核結果。
通用語言 / General Language,通用名詞 / General Nouns,flaw,n./v.,缺點；瑕疵,"There’s a flaw in the spreadsheet formula, so the totals are wrong.",試算表公式有瑕疵，所以總計不對。
通用語言 / General Language,通用名詞 / General Nouns,outline,n./v.,綱要；輪廓,Please outline your proposal in three main points.,請用三個重點概述你的提案。
通用語言 / General Language,通用名詞 / General Nouns,query,n./v.,質問；疑問,"If you have a query about the invoice, contact Accounting.",如果你對發票有疑問，請聯絡會計部。
通用語言 / General Language,通用片語 / General Phrases,call in,phr.,召來；召集,We had to call in a technician to fix the network outage.,我們只好請技術人員到場處理網路中斷。
通用語言 / General Language,通用片語 / General Phrases,in accordance with,phr.,依照；根據,All procedures must be done in accordance with company policy.,所有流程都必須依照公司政策辦理。
通用語言 / General Language,通用片語 / General Phrases,in advance,phr.,事先；預先,Please submit your leave request in advance.,請提前提出請假申請。
通用語言 / General Language,通用片語 / General Phrases,in effect,phr.,有效；生效,The new regulation is now in effect.,新規定目前已正式生效。
通用語言 / General Language,通用片語 / General Phrases,in writing,phr.,以書面形式,Please confirm the agreement in writing.,請以書面方式確認這項協議。
通用語言 / General Language,通用片語 / General Phrases,make up for,phr.,補償；彌補,We hired temporary staff to make up for the shortage.,我們雇用臨時人員來補足人力不足。
通用語言 / General Language,通用片語 / General Phrases,once in a blue moon,phr.,很少；千載難逢,He travels overseas for work once in a blue moon.,他難得才會因公出國一次。
通用語言 / General Language,通用片語 / General Phrases,on file,phr.,存檔,Your signed contract is on file in the HR office.,你已簽署的合約存放在人資室備查。
通用語言 / General Language,通用片語 / General Phrases,stand for,phr.,象徵；代表,“ETA” stands for estimated time of arrival.,「ETA」代表預計抵達時間。
通用語言 / General Language,通用片語 / General Phrases,take over,phr.,接管；接替,I’ll take over this account while you’re on leave.,你休假期間我會接手這個客戶。
通用語言 / General Language,通用片語 / General Phrases,think over,phr.,仔細考慮,Let’s think over the offer before we respond.,我們先仔細考慮這個提案再回覆。
通用語言 / General Language,通用片語 / General Phrases,in light of,phr. (prep.),按照；根據,"In light of the new regulations, we must update our procedures.",鑑於新法規，我們必須更新作業流程。
通用語言 / General Language,通用動詞 / General Verbs,exceed,v.,超過；超出；超越,"If costs exceed the budget, we’ll need another approval.",如果成本超出預算，我們就需要再取得核准。
通用語言 / General Language,通用動詞 / General Verbs,inspire,v.,鼓舞；激發；引發,Her success story inspired the whole team.,她的成功經驗鼓舞了整個團隊。
通用語言 / General Language,通用動詞 / General Verbs,interrupt,v.,打斷；中斷,Please don’t interrupt the client while she is speaking.,客戶在說話時請不要打斷。
通用語言 / General Language,通用動詞 / General Verbs,manipulate,v.,操作；操縱,The numbers were manipulated to make the results look better.,這些數據被動過手腳，讓結果看起來更好。
通用語言 / General Language,通用動詞 / General Verbs,prohibit,v.,禁止；防止；阻止,Company policy prohibits sharing passwords.,公司政策禁止分享密碼。
通用語言 / General Language,通用動詞 / General Verbs,ressure,v.,使安心；使放心；使恢復信心；再保證,The manager pressured the vendor to deliver early.,主管施壓供應商提早交貨。
通用語言 / General Language,通用動詞 / General Verbs,remind,v.,提醒；使想起,This email is to remind you of tomorrow’s deadline.,這封信是提醒你明天的截止時間。
通用語言 / General Language,通用動詞 / General Verbs,sustain,v.,維持；持續；支撐；蒙受,We need to sustain service quality even during peak season.,即使在旺季，我們也必須維持服務品質。
通用語言 / General Language,通用動詞 / General Verbs,undertake,v.,承擔；許諾；保證,We will undertake a full review of the contract.,我們將著手進行合約的全面審查。
通用語言 / General Language,通用動詞 / General Verbs,alter,v.,改變；修改,They decided to alter the schedule to fit the client’s request.,他們決定調整時程以配合客戶需求。
通用語言 / General Language,通用動詞 / General Verbs,clarify,v.,澄清；使純淨,Could you clarify which version we should use?,你可以釐清一下我們該用哪個版本嗎？
通用語言 / General Language,通用動詞 / General Verbs,discard,v.,拋棄；丟棄,Please discard any outdated forms.,請把過期的表單丟棄。
通用語言 / General Language,通用動詞 / General Verbs,entitle,v.,定名；使有資格,This membership entitles you to free shipping.,這個會員資格讓你享有免運權益。
通用語言 / General Language,通用動詞 / General Verbs,instruct,v.,教授；指導；下命令；指示,The trainer instructed us on how to operate the system.,講師指導我們如何操作系統。
通用語言 / General Language,通用動詞 / General Verbs,interfere,v.,妨害；擾亂；介入；干涉,Noise from construction may interfere with phone calls.,施工噪音可能會干擾通話。
通用語言 / General Language,通用動詞 / General Verbs,involve,v.,使捲入；牽涉；伴隨（指必然結果）,This project will involve three departments.,這個專案會牽涉三個部門。
通用語言 / General Language,通用動詞 / General Verbs,proceed,v.,著手；繼續進行,We can proceed once the budget is approved.,預算核准後我們就可以繼續進行。
通用語言 / General Language,通用動詞 / General Verbs,submit,v.,認輸；使服從；提出,Please submit your expense report by noon.,請在中午前提交報帳單。
通用語言 / General Language,通用動詞 / General Verbs,speculate,v.,沉思；思索；猜測；推測；投機,Analysts speculate that demand will rise next quarter.,分析師推測下季需求會上升。
通用語言 / General Language,通用動詞 / General Verbs,verify,v.,證明；證實；確認,We need to verify the figures before publishing the report.,公布報告前我們需要核實數字。
通用語言 / General Language,通用動詞 / General Verbs,hesitate,v.,躊躇；猶豫,Don’t hesitate to contact IT if you see any errors.,如果看到錯誤，請不要猶豫，直接聯絡資訊部。
